"module name", "license", "repository", "version"
"caller-callsite", "MIT", "https://github.com/sindresorhus/caller-callsite", 2.0.0
"caller-path", "MIT", "https://github.com/sindresorhus/caller-path", 2.0.0
"callsites", "MIT", "https://github.com/sindresorhus/callsites", 2.0.0
"camel-case", "MIT", "https://github.com/blakeembrey/change-case", 3.1.0
"camelcase-keys", "MIT", "https://github.com/sindresorhus/camelcase-keys", 2.1.0
"camelcase", "MIT", "https://github.com/sindresorhus/camelcase", 2.1.1
"caniuse-api", "MIT", "https://github.com/nyalab/caniuse-api", 3.0.0 & 5.0.0 & 5.3.1
"caniuse-lite", "CC-BY-4.0", "https://github.com/ben-eb/caniuse-lite", 1.0.30001043
"capture-exit", "ISC", "https://github.com/stefanpenner/capture-exit", 2.0.0
"case-sensitive-paths-webpack-plugin", "MIT", "https://github.com/Urthen/case-sensitive-paths-webpack-plugin", 2.3.0
"caseless", "Apache-2.0", "https://github.com/mikeal/caseless", 0.12.0
"chalk", "MIT", "https://github.com/chalk/chalk", 1.1.3
"chardet", "MIT", "https://github.com/runk/node-chardet", 2.4.2 & 3.0.0
"chokidar", "MIT", "https://github.com/paulmillr/chokidar", 2.1.8
"chownr", "ISC", "https://github.com/isaacs/chownr", 3.3.1
"chrome-trace-event", "MIT", "github.com:samccone/chrome-trace-event", 1.0.2
"ci-info", "MIT", "https://github.com/watson/ci-info", 2.0.0
"cipher-base", "MIT", "https://github.com/crypto-browserify/cipher-base", 1.0.4
"class-utils", "MIT", "https://github.com/jonschlinkert/class-utils", 0.3.6
"clean-css", "MIT", "https://github.com/jakubpawlowicz/clean-css", 4.2.3
"classnames", "MIT", "https://github.com/JedWatson/classnames", 2.2.6
"clean-stack", "MIT", "https://github.com/sindresorhus/clean-stack", 2.2.0
"cli-cursor", "MIT", "https://github.com/sindresorhus/cli-cursor", 3.1.0
"cliui", "ISC", "https://github.com/yargs/cliui", 3.2.0
"cli-width", "ISC", "https://github.com/knownasilya/cli-width", 2.2.1
"clone-deep", "MIT", "https://github.com/jonschlinkert/clone-deep", 4.1.0 & 5.0.0
"co", "MIT", "https://github.com/tj/co", 4.0.1
"coa", "MIT", "https://github.com/veged/coa", 2.0.2
"code-point-at", "MIT", "https://github.com/sindresorhus/code-point-at", 1.1.0
"collection-visit", "MIT", "https://github.com/jonschlinkert/collection-visit", 1.0.0
"color-convert", "MIT", "https://github.com/Qix-/color-convert", 1.9.3
"color-name", "MIT", "https://github.com/dfcreative/color-name", 2.0.1
"color-name", "MIT", "https://github.com/colorjs/color-name", 1.1.4
"color", "MIT", "https://github.com/Qix-/color", 3.1.2
"color-string", "MIT", "https://github.com/Qix-/color-string", 1.5.3
"combined-stream", "MIT", "https://github.com/felixge/node-combined-stream", 1.0.8
"commander", "MIT", "https://github.com/tj/commander.js", 2.20.3
"common-tags", "MIT", "https://github.com/declandewet/common-tags", 4.1.1
"commondir", "MIT", "https://github.com/substack/node-commondir", 1.0.1
"component-emitter", "MIT", "https://github.com/component/emitter", 1.3.0
"compressible", "MIT", "https://github.com/jshttp/compressible", 2.0.18
"compose-function", "MIT", "https://github.com/stoeffel/compose-function", 3.0.3
"compression", "MIT", "https://github.com/expressjs/compression", 1.7.4
"concat-map", "MIT", "https://github.com/substack/node-concat-map", 0.0.1
"confusing-browser-globals", "MIT", "https://github.com/facebook/create-react-app", 1.0.9
"concat-stream", "MIT", "https://github.com/maxogden/concat-stream", 1.6.2
"connect-history-api-fallback", "MIT", "https://github.com/bripkens/connect-history-api-fallback", 1.6.0
"console-browserify", "MIT", "https://github.com/browserify/console-browserify", 1.2.0
"console-control-strings", "ISC", "https://github.com/iarna/console-control-strings", 1.1.0
"constants-browserify", "MIT", "https://github.com/juliangruber/constants-browserify", 1.0.0
"contains-path", "MIT", "https://github.com/jonschlinkert/contains-path", 0.1.0
"content-disposition", "MIT", "https://github.com/jshttp/content-disposition", 0.5.3
"content-type", "MIT", "https://github.com/jshttp/content-type", 1.0.4
"convert-source-map", "MIT", "https://github.com/thlorenz/convert-source-map", 0.3.5
"cookie-signature", "MIT", "https://github.com/visionmedia/node-cookie-signature", 1.7.0
"copy-concurrently", "ISC", "https://github.com/npm/copy-concurrently", 1.0.5
"cookie", "MIT", "https://github.com/jshttp/cookie", 0.4.0
"copy-descriptor", "MIT", "https://github.com/jonschlinkert/copy-descriptor", 0.1.1
"core-js-compat", "MIT", "https://github.com/zloirock/core-js", 3.6.5
"create-ecdh", "MIT", "https://github.com/crypto-browserify/createECDH", 6.0.0
"core-util-is", "MIT", "https://github.com/isaacs/core-util-is", 2.6.11 & 3.6.5
"cosmiconfig", "MIT", "https://github.com/davidtheclark/cosmiconfig", 5.2.1
"create-hash", "MIT", "https://github.com/crypto-browserify/createHash", 1.2.0
"create-hmac", "MIT", "https://github.com/crypto-browserify/createHmac", 1.1.7
"create-react-context", "MIT", "https://github.com/thejameskyle/create-react-context", 0.3.0
"cross-spawn", "MIT", "https://github.com/IndigoUnited/node-cross-spawn", 3.0.1
"cross-spawn", "MIT", "https://github.com/moxystudio/node-cross-spawn", 6.0.5
"crypto-browserify", "MIT", "https://github.com/crypto-browserify/crypto-browserify", 7.0.1
"css-blank-pseudo", "CC0-1.0", "https://github.com/csstools/css-blank-pseudo", 0.1.4
"css-color-names", "MIT", "https://github.com/bahamas10/css-color-names", 0.0.4
"css-declaration-sorter", "MIT", "https://github.com/Siilwyn/css-declaration-sorter", 4.0.1
"css-has-pseudo", "CC0-1.0", "https://github.com/csstools/css-has-pseudo", 0.10.0
"css-loader", "MIT", "https://github.com/webpack-contrib/css-loader", 3.4.2
"css-prefers-color-scheme", "CC0-1.0", "https://github.com/csstools/css-prefers-color-scheme", 3.1.1
"css-select-base-adapter", "MIT", "https://github.com/nrkn/css-select-base-adapter", 0.1.1
"css-tree", "MIT", "https://github.com/csstree/csstree", 2.1.0
"css-select", "BSD*", "https://github.com/fb55/css-select", 1.2.0
"css-what", "BSD-2-Clause", "https://github.com/fb55/css-what", 1.0.0-alpha.39
"css", "MIT", "https://github.com/reworkcss/css", 3.2.1
"cssdb", "CC0-1.0", "https://github.com/csstools/cssdb", 4.4.0
"cssesc", "MIT", "https://github.com/mathiasbynens/cssesc", 2.0.0
"cssnano-preset-default", "MIT", "https://github.com/cssnano/cssnano", 3.0.0
"csso", "MIT", "https://github.com/css/csso", 4.0.0 & 4.0.0 & 4.0.1 & 4.0.1 & 4.1.10
"cssom", "MIT", "https://github.com/NV/CSSOM", 0.3.8
"cssstyle", "MIT", "https://github.com/jsakas/CSSStyleDeclaration", 1.4.0
"csstype", "MIT", "https://github.com/frenic/csstype", 2.6.10
"currently-unhandled", "MIT", "https://github.com/jamestalmage/currently-unhandled", 0.4.1
"cyclist", "MIT", "https://github.com/mafintosh/cyclist", 1.0.1
"d", "ISC", "https://github.com/medikoo/d", 1.0.1
"damerau-levenshtein", "BSD-2-Clause", "https://github.com/tad-lispy/node-damerau-levenshtein", 1.0.6
"dashdash", "MIT", "https://github.com/trentm/node-dashdash", 1.14.1
"data-urls", "MIT", "https://github.com/jsdom/data-urls", 1.1.0
"date-fns", "MIT", "https://github.com/date-fns/date-fns", 2.12.0
"debug", "MIT", "https://github.com/visionmedia/debug", 2.6.9
"decode-uri-component", "MIT", "https://github.com/SamVerschueren/decode-uri-component", 0.2.0
"decamelize", "MIT", "https://github.com/sindresorhus/decamelize", 3.1.0 & 3.2.6 & 4.1.1
"deep-equal", "MIT", "https://github.com/substack/node-deep-equal", 1.1.1
"deep-is", "MIT", "https://github.com/thlorenz/deep-is", 0.1.3
"default-gateway", "BSD-2-Clause", "https://github.com/silverwind/default-gateway", 4.2.0
"define-properties", "MIT", "https://github.com/ljharb/define-properties", 1.1.3
"define-property", "MIT", "https://github.com/jonschlinkert/define-property", 0.2.5
"del", "MIT", "https://github.com/sindresorhus/del", 1.0.0 & 2.0.2
"delayed-stream", "MIT", "https://github.com/felixge/node-delayed-stream", 1.0.0
"depd", "MIT", "https://github.com/dougwilson/nodejs-depd", 1.1.2
"delegates", "MIT", "https://github.com/visionmedia/node-delegates", 1.0.0
"des.js", "MIT", "https://github.com/indutny/des.js", 1.0.1
"destroy", "MIT", "https://github.com/stream-utils/destroy", 1.0.4
"detect-newline", "MIT", "https://github.com/sindresorhus/detect-newline", 2.1.0
"detect-node", "ISC", "https://github.com/iliakan/detect-node", 2.0.4
"detect-port-alt", "MIT", "https://github.com/node-modules/detect-port", 1.1.6
"diff-sequences", "MIT", "https://github.com/facebook/jest", 24.9.0
"diffie-hellman", "MIT", "https://github.com/crypto-browserify/diffie-hellman", 5.0.3
"dns-equal", "MIT", "https://github.com/watson/dns-equal", 1.0.0
"dir-glob", "MIT", "https://github.com/kevva/dir-glob", 2.0.0
"dns-packet", "MIT", "https://github.com/mafintosh/dns-packet", 1.3.1
"dns-txt", "MIT", "https://github.com/watson/dns-txt", 2.0.2
"doctrine", "BSD", "https://github.com/eslint/doctrine", 1.5.0
"dom-converter", "MIT", "https://github.com/AriaMinaei/dom-converter", 2.1.0 & 3.0.0
"dom-helpers", "MIT", "https://github.com/react-bootstrap/dom-helpers", 5.1.4
"dom-serializer", "MIT", "https://github.com/cheeriojs/dom-renderer", 0.2.2
"domain-browser", "MIT", "https://github.com/bevry/domain-browser", 1.2.0
"domelementtype", "BSD-2-Clause", "https://github.com/fb55/domelementtype", 1.3.1
"domexception", "MIT", "https://github.com/jsdom/domexception", 2.0.1
"domhandler", "BSD-2-Clause", "https://github.com/fb55/DomHandler", 2.4.2
"domutils", "BSD*", "https://github.com/FB55/domutils", 1.5.1
"dot-case", "MIT", "https://github.com/blakeembrey/change-case", 1.7.0
"dot-prop", "MIT", "https://github.com/sindresorhus/dot-prop", 5.2.0
"dotenv", "BSD-2-Clause", "https://github.com/motdotla/dotenv", 8.2.0
"dotenv-expand", "BSD-2-Clause", "", 5.1.0
"duplexer", "MIT", "https://github.com/Raynos/duplexer", 0.1.1
"duplexify", "MIT", "https://github.com/mafintosh/duplexify", 3.7.1
"ecc-jsbn", "MIT", "https://github.com/quartzjer/ecc-jsbn", 0.1.2
"ee-first", "MIT", "https://github.com/jonathanong/ee-first", 1.1.1
"elliptic", "MIT", "https://github.com/indutny/elliptic", 6.5.2
"electron-to-chromium", "ISC", "https://github.com/kilian/electron-to-chromium", 1.3.413
"emojis-list", "MIT", "https://github.com/kikobeats/emojis-list", 8.0.0
"emoji-regex", "MIT", "https://github.com/mathiasbynens/emoji-regex", 7.0.3
"encodeurl", "MIT", "https://github.com/pillarjs/encodeurl", 3.0.0
"entities", "BSD-2-Clause", "https://github.com/fb55/entities", 1.1.2
"end-of-stream", "MIT", "https://github.com/mafintosh/end-of-stream", 1.4.4
"enhanced-resolve", "MIT", "https://github.com/webpack/enhanced-resolve", 4.1.1
"errno", "MIT", "https://github.com/rvagg/node-errno", 2.0.0
"error-ex", "MIT", "https://github.com/qix-/node-error-ex", 1.3.2
"es-abstract", "MIT", "https://github.com/ljharb/es-abstract", 1.17.5
"es-to-primitive", "MIT", "https://github.com/ljharb/es-to-primitive", 1.2.1
"es6-symbol", "ISC", "https://github.com/medikoo/es6-symbol", 3.1.3
"es5-ext", "ISC", "https://github.com/medikoo/es5-ext", 0.10.53
"es6-iterator", "MIT", "https://github.com/medikoo/es6-iterator", 2.0.3
"escodegen", "BSD-2-Clause", "https://github.com/estools/escodegen", 2.0.0
"escape-html", "MIT", "https://github.com/component/escape-html", 1.0.3
"escape-string-regexp", "MIT", "https://github.com/sindresorhus/escape-string-regexp", 1.0.5
"eslint-loader", "MIT", "https://github.com/webpack-contrib/eslint-loader", 3.0.3
"eslint-config-react-app", "MIT", "https://github.com/facebook/create-react-app", 5.2.1
"eslint-import-resolver-node", "MIT", "https://github.com/benmosher/eslint-plugin-import", 0.3.3
"eslint-module-utils", "MIT", "https://github.com/benmosher/eslint-plugin-import", 2.6.0
"eslint-plugin-flowtype", "BSD-3-Clause", "https://github.com/gajus/eslint-plugin-flowtype", 4.6.0
"eslint-plugin-import", "MIT", "https://github.com/benmosher/eslint-plugin-import", 2.20.0
"eslint-plugin-jsx-a11y", "MIT", "https://github.com/evcohen/eslint-plugin-jsx-a11y", 6.2.3
"eslint-plugin-react-hooks", "MIT", "https://github.com/facebook/react", 1.7.0
"eslint-scope", "BSD-2-Clause", "https://github.com/eslint/eslint-scope", 4.0.3
"eslint-plugin-react", "MIT", "https://github.com/yannickcr/eslint-plugin-react", 7.18.0
"eslint-utils", "MIT", "https://github.com/mysticatea/eslint-utils", 5.0.0
"eslint-visitor-keys", "Apache-2.0", "https://github.com/eslint/eslint-visitor-keys", 2.0.0
"eslint", "MIT", "https://github.com/eslint/eslint", 6.8.0
"esquery", "BSD-3-Clause", "https://github.com/estools/esquery", 1.3.1
"espree", "BSD-2-Clause", "https://github.com/eslint/espree", 6.2.1
"esprima", "BSD-2-Clause", "https://github.com/jquery/esprima", 4.0.1
"esutils", "BSD-2-Clause", "https://github.com/estools/esutils", 5.1.0
"esrecurse", "BSD-2-Clause", "https://github.com/estools/esrecurse", 4.2.1
"estraverse", "BSD-2-Clause", "https://github.com/estools/estraverse", 4.3.0
"etag", "MIT", "https://github.com/jshttp/etag", 1.8.1
"eventemitter3", "MIT", "https://github.com/primus/eventemitter3", 4.0.0
"events", "MIT", "https://github.com/Gozala/events", 3.1.0
"exec-sh", "MIT", "https://github.com/tsertkov/exec-sh", 0.3.4
"eventsource", "MIT", "https://github.com/EventSource/eventsource", 1.0.7
"evp_bytestokey", "MIT", "https://github.com/crypto-browserify/EVP_BytesToKey", 1.0.3
"execa", "MIT", "https://github.com/sindresorhus/execa", 1.0.0
"exit", "MIT", "https://github.com/cowboy/node-exit", 0.1.2
"expand-brackets", "MIT", "https://github.com/jonschlinkert/expand-brackets", 2.1.4
"expect", "MIT", "https://github.com/facebook/jest", 24.9.0
"express", "MIT", "https://github.com/expressjs/express", 4.17.1
"ext", "ISC", "https://github.com/medikoo/es5-ext/tree/ext", 1.4.0
"extend-shallow", "MIT", "https://github.com/jonschlinkert/extend-shallow", 2.0.1
"extglob", "MIT", "https://github.com/micromatch/extglob", 2.0.4
"extend", "MIT", "https://github.com/justmoon/node-extend", 3.0.2
"external-editor", "MIT", "https://github.com/mrkmg/node-external-editor", 3.1.0
"extsprintf", "MIT", "https://github.com/davepacheco/node-extsprintf", 1.3.0
"fast-json-stable-stringify", "MIT", "https://github.com/epoberezkin/fast-json-stable-stringify", 2.1.0
"faye-websocket", "MIT", "https://github.com/faye/faye-websocket-node", 0.10.0
"fb-watchman", "Apache-2.0", "https://github.com/facebook/watchman", 0.11.3
"figgy-pudding", "ISC", "https://github.com/npm/figgy-pudding", 3.5.2
"figures", "MIT", "https://github.com/sindresorhus/figures", 3.2.0
"file-entry-cache", "MIT", "https://github.com/royriojas/file-entry-cache", 5.0.1
"file-loader", "MIT", "https://github.com/webpack-contrib/file-loader", 4.3.0
"filesize", "BSD-3-Clause", "https://github.com/avoidwork/filesize.js", 6.0.1
"fill-range", "MIT", "https://github.com/jonschlinkert/fill-range", 4.0.0
"finalhandler", "MIT", "https://github.com/pillarjs/finalhandler", 7.0.1
"find-cache-dir", "MIT", "https://github.com/jamestalmage/find-cache-dir", 0.1.1
"find-cache-dir", "MIT", "https://github.com/avajs/find-cache-dir", 2.1.0
"find-root", "MIT", "https://github.com/js-n/find-root", 3.3.1
"find-up", "MIT", "https://github.com/sindresorhus/find-up", 1.1.2
"flat-cache", "MIT", "https://github.com/royriojas/flat-cache", 2.1.0 & 3.0.0 & 4.1.0
"flatted", "ISC", "https://github.com/WebReflection/flatted", 2.0.2
"flatten", "MIT", "https://github.com/mk-pmb/flatten-js", 1.0.3
"flush-write-stream", "MIT", "https://github.com/mafintosh/flush-write-stream", 1.1.1
"follow-redirects", "MIT", "https://github.com/follow-redirects/follow-redirects", 1.5.10
"for-in", "MIT", "https://github.com/jonschlinkert/for-in", 0.1.8
"for-own", "MIT", "https://github.com/jonschlinkert/for-own", 1.0.2
"forever-agent", "Apache-2.0", "https://github.com/mikeal/forever-agent", 0.6.1
"fork-ts-checker-webpack-plugin", "MIT", "https://github.com/TypeStrong/fork-ts-checker-webpack-plugin", 3.1.1
"form-data", "MIT", "https://github.com/form-data/form-data", 2.3.3
"forwarded", "MIT", "https://github.com/jshttp/forwarded", 0.1.2
"fragment-cache", "MIT", "https://github.com/jonschlinkert/fragment-cache", 0.2.1
"fresh", "MIT", "https://github.com/jshttp/fresh", 0.5.2
"big.js", "MIT", "https://github.com/MikeMcl/big.js", 5.2.2
"from2", "MIT", "https://github.com/hughsk/from2", 2.3.0
"fs-extra", "MIT", "https://github.com/jprichardson/node-fs-extra", 4.0.3
"fs-minipass", "ISC", "https://github.com/npm/fs-minipass", 7.0.1 & 8.1.0
"fs-write-stream-atomic", "ISC", "https://github.com/npm/fs-write-stream-atomic", 1.0.10
"fs.realpath", "ISC", "https://github.com/isaacs/fs.realpath", 1.0.0
"fstream", "ISC", "https://github.com/npm/fstream", 1.0.12
"function-bind", "MIT", "https://github.com/Raynos/function-bind", 1.1.1
"gensync", "MIT", "", 1.0.0-beta.1
"gaze", "MIT", "https://github.com/shama/gaze", 1.1.3
"get-caller-file", "ISC", "https://github.com/stefanpenner/get-caller-file", 1.0.3
"get-own-enumerable-property-symbols", "ISC", "https://github.com/mightyiam/get-own-enumerable-property-symbols", 2.0.5
"get-stdin", "MIT", "https://github.com/sindresorhus/get-stdin", 4.0.1
"get-stream", "MIT", "https://github.com/sindresorhus/get-stream", 4.1.0
"get-value", "MIT", "https://github.com/jonschlinkert/get-value", 2.0.6
"getpass", "MIT", "https://github.com/arekinath/node-getpass", 0.1.7
"glob-parent", "ISC", "https://github.com/es128/glob-parent", 3.1.0
"glob-parent", "ISC", "https://github.com/gulpjs/glob-parent", 5.1.1
"glob-to-regexp", "BSD*", "https://github.com/fitzgen/glob-to-regexp", 0.3.0
"fast-deep-equal", "MIT", "https://github.com/epoberezkin/fast-deep-equal", 3.1.1
"glob", "ISC", "https://github.com/isaacs/node-glob", 7.1.6
"fast-glob", "MIT", "https://github.com/mrmlnc/fast-glob", 2.2.7
"fast-levenshtein", "MIT", "https://github.com/hiddentao/fast-levenshtein", 2.0.6
"global-modules", "MIT", "https://github.com/jonschlinkert/global-modules", 2.0.0
"global-prefix", "MIT", "https://github.com/jonschlinkert/global-prefix", 3.0.0
"globals", "MIT", "https://github.com/sindresorhus/globals", 11.12.0
"globby", "MIT", "https://github.com/sindresorhus/globby", 12.4.0
"globule", "MIT", "https://github.com/cowboy/node-globule", 8.0.2
"graceful-fs", "ISC", "https://github.com/isaacs/node-graceful-fs", 4.2.3
"growly", "MIT", "https://github.com/theabraham/growly", 1.3.0
"gud", "MIT", "https://github.com/jamiebuilds/global-unique-id", 1.0.0
"gzip-size", "MIT", "https://github.com/sindresorhus/gzip-size", 5.1.1
"handle-thing", "MIT", "https://github.com/indutny/handle-thing", 2.0.1
"har-schema", "ISC", "https://github.com/ahmadnassri/har-schema", 2.0.0
"har-validator", "MIT", "https://github.com/ahmadnassri/node-har-validator", 5.1.3
"harmony-reflect", "(Apache-2.0 OR MPL-1.1)", "git+https://tvcutsem@github.com/tvcutsem/harmony-reflect", 1.6.1
"has-ansi", "MIT", "https://github.com/sindresorhus/has-ansi", 2.0.0
"has-flag", "MIT", "https://github.com/sindresorhus/has-flag", 3.0.0
"has-symbols", "MIT", "https://github.com/ljharb/has-symbols", 4.0.0
"has-unicode", "ISC", "https://github.com/iarna/has-unicode", 2.0.1
"has-value", "MIT", "https://github.com/jonschlinkert/has-value", 0.3.1
"has-values", "MIT", "https://github.com/jonschlinkert/has-values", 1.0.0
"has", "MIT", "https://github.com/tarruda/has", 1.0.0
"hash-base", "MIT", "https://github.com/crypto-browserify/hash-base", 3.0.4
"hash.js", "MIT", "https://github.com/indutny/hash.js", 1.1.7
"he", "MIT", "https://github.com/mathiasbynens/he", 1.2.0
"hex-color-regex", "MIT", "https://github.com/regexps/hex-color-regex", 1.1.0
"history", "MIT", "https://github.com/ReactTraining/history", 4.10.1
"hmac-drbg", "MIT", "https://github.com/indutny/hmac-drbg", 1.0.1
"hoist-non-react-statics", "BSD-3-Clause", "https://github.com/mridgway/hoist-non-react-statics", 3.3.2
"hosted-git-info", "ISC", "https://github.com/npm/hosted-git-info", 2.8.8
"hpack.js", "MIT", "https://github.com/indutny/hpack.js", 2.1.6
"hsl-regex", "MIT", "https://github.com/regexps/hsl-regex", 1.0.0
"hsla-regex", "MIT", "https://github.com/regexps/hsla-regex", 1.0.0
"html-comment-regex", "MIT", "https://github.com/stevemao/html-comment-regex", 1.1.2
"html-encoding-sniffer", "MIT", "https://github.com/jsdom/html-encoding-sniffer", 1.0.2
"html-entities", "MIT", "https://github.com/mdevils/node-html-entities", 1.3.1
"html-escaper", "MIT", "https://github.com/WebReflection/html-escaper", 2.0.2
"html-minifier-terser", "MIT", "https://github.com/DanielRuf/html-minifier-terser", 5.0.5
"html-webpack-plugin", "MIT", "https://github.com/jantimon/html-webpack-plugin", 4.0.0-beta.11
"htmlparser2", "MIT", "https://github.com/fb55/htmlparser2", 3.10.1
"http-deceiver", "MIT", "https://github.com/indutny/http-deceiver", 1.2.7
"http-errors", "MIT", "https://github.com/jshttp/http-errors", 1.6.3
"http-parser-js", "MIT", "https://github.com/creationix/http-parser-js", 1.7.2
"http-proxy-middleware", "MIT", "https://github.com/chimurai/http-proxy-middleware", 0.19.1
"http-signature", "MIT", "https://github.com/joyent/node-http-signature", 1.2.0
"http-proxy", "MIT", "https://github.com/http-party/node-http-proxy", 1.18.0
"https-browserify", "MIT", "https://github.com/substack/https-browserify", 1.0.0
"iconv-lite", "MIT", "https://github.com/ashtuchkin/iconv-lite", 0.4.24
"icss-utils", "ISC", "https://github.com/css-modules/icss-utils", 4.1.1
"identity-obj-proxy", "MIT", "https://github.com/keyanzhang/identity-obj-proxy", 3.0.0
"ieee754", "BSD-3-Clause", "https://github.com/feross/ieee754", 1.1.13
"iferr", "MIT", "https://github.com/shesek/iferr", 0.1.5
"ignore", "MIT", "https://github.com/kaelzhang/node-ignore", 3.3.10
"immer", "MIT", "https://github.com/mweststrate/immer", 4.0.6
"immer", "MIT", "https://github.com/immerjs/immer", 6.0.3
"import-cwd", "MIT", "https://github.com/sindresorhus/import-cwd", 2.1.0
"import-fresh", "MIT", "https://github.com/sindresorhus/import-fresh", 2.0.0
"import-from", "MIT", "https://github.com/sindresorhus/import-from", 3.2.1
"import-local", "MIT", "https://github.com/sindresorhus/import-local", 2.0.0
"imurmurhash", "MIT", "https://github.com/jensyt/imurmurhash-js", 0.1.4
"in-publish", "ISC", "https://github.com/iarna/in-publish", 2.0.1
"indent-string", "MIT", "https://github.com/sindresorhus/indent-string", 2.1.0
"indexes-of", "MIT", "https://github.com/dominictarr/indexes-of", 4.0.0
"infer-owner", "ISC", "https://github.com/npm/infer-owner", 1.0.4
"inflight", "ISC", "https://github.com/npm/inflight", 1.0.6
"inherits", "ISC", "https://github.com/isaacs/inherits", 2.0.1
"ini", "ISC", "https://github.com/isaacs/ini", 2.0.3 & 2.0.4
"inquirer", "MIT", "https://github.com/SBoudrias/Inquirer.js", 7.0.4
"internal-ip", "MIT", "https://github.com/sindresorhus/internal-ip", 7.1.0
"invariant", "MIT", "https://github.com/zertosh/invariant", 2.2.4
"invert-kv", "MIT", "https://github.com/sindresorhus/invert-kv", 1.0.0
"ip-regex", "MIT", "https://github.com/sindresorhus/ip-regex", 2.0.0
"ip", "MIT", "https://github.com/indutny/node-ip", 1.1.5
"ipaddr.js", "MIT", "https://github.com/whitequark/ipaddr.js", 1.9.1
"is-absolute-url", "MIT", "https://github.com/sindresorhus/is-absolute-url", 2.1.0
"is-accessor-descriptor", "MIT", "https://github.com/jonschlinkert/is-accessor-descriptor", 3.0.3
"is-arguments", "MIT", "https://github.com/ljharb/is-arguments", 1.0.0
"is-arrayish", "MIT", "https://github.com/qix-/node-is-arrayish", 0.2.1
"is-binary-path", "MIT", "https://github.com/sindresorhus/is-binary-path", 0.3.2
"is-buffer", "MIT", "https://github.com/feross/is-buffer", 2.1.0
"is-callable", "MIT", "https://github.com/ljharb/is-callable", 1.1.5
"is-ci", "MIT", "https://github.com/watson/is-ci", 2.0.0
"is-color-stop", "MIT", "https://github.com/pigcan/is-color-stop", 1.1.0
"is-data-descriptor", "MIT", "https://github.com/jonschlinkert/is-data-descriptor", 0.1.4
"is-date-object", "MIT", "https://github.com/ljharb/is-date-object", 1.0.0
"is-descriptor", "MIT", "https://github.com/jonschlinkert/is-descriptor", 0.1.6
"is-directory", "MIT", "https://github.com/jonschlinkert/is-directory", 1.0.2
"is-docker", "MIT", "https://github.com/sindresorhus/is-docker", 2.0.0
"is-extendable", "MIT", "https://github.com/jonschlinkert/is-extendable", 0.1.1
"is-extglob", "MIT", "https://github.com/jonschlinkert/is-extglob", 1.0.1
"is-finite", "MIT", "https://github.com/sindresorhus/is-finite", 1.1.0
"is-fullwidth-code-point", "MIT", "https://github.com/sindresorhus/is-fullwidth-code-point", 1.0.0
"is-generator-fn", "MIT", "https://github.com/sindresorhus/is-generator-fn", 2.0.0 & 3.0.0
"is-glob", "MIT", "https://github.com/jonschlinkert/is-glob", 3.1.0
"is-glob", "MIT", "https://github.com/micromatch/is-glob", 4.0.1
"is-number", "MIT", "https://github.com/jonschlinkert/is-number", 3.0.0
"is-obj", "MIT", "https://github.com/sindresorhus/is-obj", 7.0.0
"is-path-cwd", "MIT", "https://github.com/sindresorhus/is-path-cwd", 2.0.0
"is-path-in-cwd", "MIT", "https://github.com/sindresorhus/is-path-in-cwd", 2.1.0
"is-path-inside", "MIT", "https://github.com/sindresorhus/is-path-inside", 2.1.0
"is-plain-obj", "MIT", "https://github.com/sindresorhus/is-plain-obj", 1.1.0
"is-plain-object", "MIT", "https://github.com/jonschlinkert/is-plain-object", 2.0.4
"is-promise", "MIT", "https://github.com/then/is-promise", 2.1.0
"is-regex", "MIT", "https://github.com/ljharb/is-regex", 1.0.5
"is-regexp", "MIT", "https://github.com/sindresorhus/is-regexp", 1.0.0
"is-resolvable", "ISC", "https://github.com/shinnn/is-resolvable", 1.1.0
"is-root", "MIT", "https://github.com/sindresorhus/is-root", 2.1.0
"is-stream", "MIT", "https://github.com/sindresorhus/is-stream", 1.1.0
"is-string", "MIT", "https://github.com/ljharb/is-string", 1.0.5
"is-svg", "MIT", "https://github.com/sindresorhus/is-svg", 3.0.0
"is-symbol", "MIT", "https://github.com/inspect-js/is-symbol", 1.0.3
"is-typedarray", "MIT", "https://github.com/hughsk/is-typedarray", 1.0.0
"is-utf8", "MIT", "https://github.com/wayfind/is-utf8", 0.2.1
"is-windows", "MIT", "https://github.com/jonschlinkert/is-windows", 1.0.2
"is-wsl", "MIT", "https://github.com/sindresorhus/is-wsl", 1.1.0
"isarray", "MIT", "https://github.com/juliangruber/isarray", 2.1.1
"isexe", "ISC", "https://github.com/isaacs/isexe", 1.0.0
"isobject", "MIT", "https://github.com/jonschlinkert/isobject", 2.1.0
"isstream", "MIT", "https://github.com/rvagg/isstream", 3.0.1
"istanbul-lib-coverage", "BSD-3-Clause", "https://github.com/istanbuljs/istanbuljs", 2.0.5
"jest-changed-files", "MIT", "https://github.com/facebook/jest", 3.3.0 & 2.0.8 & 3.0.6 & 2.2.7
"jest-environment-jsdom-fourteen", "MIT", "https://github.com/ianschmitz/jest-environment-jsdom-fourteen", 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0 & 24.9.0
"jest-environment-jsdom", "MIT", "https://github.com/facebook/jest", 24.9.0
